,name,lat,lon,startup distance,startup lat,startup lon,design distance,design lat,design lon,starbucks distance,starbucks lat,starbucks lon,airport distance,airport lat,airport lon,school distance,school lat,school lon,club distance,club lat,club lon,vegan distance,vegan lat,vegan lon,stadium distance,stadium lat,stadium lon,pet services distance,pet services lat,pet services lon
519,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
520,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
521,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
522,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
523,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
524,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
525,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
526,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
527,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
528,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
529,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
530,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
531,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
532,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
533,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
534,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
535,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
536,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
537,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
538,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
539,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
540,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
541,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
542,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
543,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
544,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
545,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
546,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
547,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
548,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
549,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
550,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
551,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
552,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
553,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
554,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
555,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
556,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
557,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
558,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
559,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
560,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
561,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
562,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
563,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
564,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
565,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
566,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
567,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
568,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
569,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
570,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
571,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
572,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
573,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
574,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
575,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
576,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
577,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
578,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
579,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
580,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
581,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
582,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
583,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
584,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
585,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
586,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
587,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
588,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
589,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
590,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
591,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
592,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
593,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
594,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
595,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
596,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
597,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
598,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
599,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
600,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
601,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
602,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
603,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
604,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
605,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
606,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
607,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
608,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
609,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
610,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
611,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
612,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
613,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
614,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
615,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
616,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
